Preference,Region,Places.Available,Description,ENT,CTX,GSX,OMFS,PAED,PLA,TO,URO,VAS,BRE,ICM
Wales - South - CT1 - Aug - 40,Wales,1,"24 months Swansea Bay University Health Board.  Yr 1 - 6 months Vascular, 6 months T&O.  Yr 2 - 6 months T&O, 6 months General Surgery.   Please note: The site for Swansea Bay may be subject to change.  The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,0,1,0,0
Wales - South - CT1 - Aug - 41,Wales,1,"24 months Swansea Bay University Health Board.  Yr 1 - 6 months ENT, 6 months Plastics.  Yr 2 - 6 months Plastics, 6 months Vascular.    Please note: The site for Swansea Bay may be subject to change.  The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",1,0,1,0,0,1,0,0,1,0,0
Wales - South - CT1 - Aug - 42,Wales,1,"Yr 1 - 6 months General Surgery Glangwili Hospital, Carmarthen, 6 months Plastics, Swansea Bay University Health Board.  Yr 2 - 6 months Plastics, Swansea Bay University Health Board, 6 months T&O, Swansea Bay University Health Board.    Please note: The site for Swansea Bay may be subject to change.  The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,1,1,0,0,0,0
Wales - South - CT1 - Aug - 43,Wales,1,"Yr 1 - 6 months General Surgery Glangwili Hospital, Carmarthen, 6 months Plastics, Swansea Bay University Health Board. Yr 2 - 6 months Plastics, Swansea Bay University Health Board, 6 months T&O, Swansea Bay University Health Board.   Please note: The site for Swansea Bay may be subject to change.  The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,1,1,0,0,0,0
Wales - South - CT1 - Aug - 44,Wales,1,"Yr 1 - 6 months General Surgery, Swansea Bay University Health Board, 6 months Plastics, Swansea Bay University Health Board.  Yr 2 - 6 months Plastics, Swansea Bay University Health Board, 6 months T&O University Hospital of Wales, Cardiff.   Please note: The site for Swansea Bay may be subject to change.  The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,1,1,0,0,0,0
Wales - South - CT1 - Aug - 45,Wales,1,"24 months Swansea Bay University Health Board . Yr 1 - 6 months Urology,  6 months General Surgery.  Yr 2 - 6 months General Surgery, 6 months Plastics.   Please note: The site for Swansea Bay may be subject to change.  The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,1,0,1,0,0,0
Wales - ST1 - Aug - 1,Wales,1,"24 months Ysbyty Gwynedd Hospital, Bangor. Yr 1 - 6 months Urology, 6 months General Surgery.  Year 2 - 12 months General Surgery.  Higher training rotation to be confirmed in line with General Surgery rotation throughout Wales.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,0,1,0,0,0
Wales - ST1 - Aug - 2,Wales,1,"24 months Ysbyty Gwynedd Hospital, Bangor. Yr 1 - 6 months T&O, 6 months General Surgery.  Year 2 - 12 months General Surgery. Higher training rotation to be confirmed in line with General Surgery rotation throughout Wales.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,0,0,0,0
Wales - ST1 - Aug - 3,Wales,1,"24 months Ysbyty Gwynedd Hospital, Bangor. Yr 1 - 6 months General Surgery, 6 months T&O.  Year 2 - 12 months General Surgery. Higher training rotation to be confirmed in line with General Surgery rotation throughout Wales.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,0,0,0,0
Wales - ST1 - Aug - 4,Wales,1,"24 months The Grange University Hospital, Cwmbran. Yr 1 - 6 months General Surgery, 6 months Urology.  Year 2 - 12 months General Surgery. Higher training rotation to be confirmed in line with General Surgery rotation throughout Wales. Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,0,1,0,0,0
Wales - ST1 - Aug - 5,Wales,1,"24 months The Grange University Hospital, Cwmbran.  Yr 1 - 6 months T&O, 6 months General Surgery.  Year 2 - 12 months General Surgery. Higher training rotation to be confirmed in line with General Surgery rotation throughout Wales.   Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,0,0,0,0
Wales - ST1 - Aug - 6,Wales,1,"24 months The Grange University Hospital, Cwmbran.  Yr 1 - 6 months Urology, 6 months T&O.  Year 2 - 12 months General Surgery. Higher training rotation to be confirmed in line with General Surgery rotation throughout Wales.   Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,1,0,0,0
Wessex - CT1 - Aug - 1,Health Education England Wessex,1,Themed programme General Surgery - 3x 4month placements in GS/ICM/TO in Poole and 1x 12 month placement in General Surgery in Portsmouth,0,0,1,0,0,0,1,0,0,0,1
Wessex - CT1 - Aug - 10,Health Education England Wessex,1,Themed programme T&O - 3x 4month placements in ICM/TO/GS in Poole and 1x 12month placement in T&O in Portsmouth,0,0,1,0,0,0,1,0,0,0,1
Wessex - CT1 - Aug - 11,Health Education England Wessex,1,Themed programme T&O - 3x 4month placements in TO/ICM/GS in Southampton and 1x 12month placement in T&O in Winchester,0,0,1,0,0,0,1,0,0,0,1
Wessex - CT1 - Aug - 12,Health Education England Wessex,1,Themed programme T&O - 3x 4month placements in TO/URO/GS in Dorchester and 1x 12month placement in T&O in Southampton,0,0,1,0,0,0,1,1,0,0,0
Wessex - CT1 - Aug - 13,Health Education England Wessex,1,Themed programme T&O - 3x 4month placements in GS/TO/URO in Winchester and 1x 12month placement in T&O in Portsmouth,0,0,1,0,0,0,1,1,0,0,0
Wessex - CT1 - Aug - 14,Health Education England Wessex,1,Themed programme T&O - 3x 4month placements in TO/URO/GS in Winchester and 1x 12month placement in T&O in Southampton,0,0,1,0,0,0,1,1,0,0,0
Wessex - CT1 - Aug - 15,Health Education England Wessex,1,Themed programme T&O - 3x 4month placements in TO/ENT/PLAST in Salisbury and 1x 12month placement in T&O in Poole,1,0,0,0,0,1,1,0,0,0,0
Wessex - CT1 - Aug - 16,Health Education England Wessex,1,Themed programme T&O - 3x 4month placements in TO/PLAST/GS in Portsmouth and 1x 12month placement in T&O in Dorchester,0,0,1,0,0,1,1,0,0,0,0
Wessex - CT1 - Aug - 17,Health Education England Wessex,1,Themed programme Paed Surgery - 3x 4month placements in ICM/PAED/GS in Southampton;  1x 6month placement in General Surgery on Isle of Wight and 1x 6month placement in Paed Surgery in Southampton,0,0,1,0,0,0,0,0,0,0,1
Wessex - CT1 - Aug - 18,Health Education England Wessex,1,"Themed programme Urology - 3x 4month placements in ICM/GS/UROL in Southampton, 1x 6month placement in Urology in Portsmouth and 1x 6month placement in General Surgery in Portsmouth",0,0,1,0,0,0,0,1,0,0,1
Wessex - CT1 - Aug - 19,Health Education England Wessex,1,"Themed programme Urology - 3x 4month placements in GS/URO/ICM in Southampton, 1x 12month placement in Urology in Salisbury",0,0,1,0,0,0,0,1,0,0,1
Wessex - CT1 - Aug - 2,Health Education England Wessex,1,Themed programme General Surgery - 3x 4month placements in TO/GS/ICM in Poole and 1x 12 month placement in General Surgery in Southampton,0,0,1,0,0,0,1,0,0,0,1
Wessex - CT1 - Aug - 20,Health Education England Wessex,1,Themed programme ENT - 3x 4month placements in ENT/PLAS/GS in Salisbury and 1x 12month placement in ENT in Southampton,1,0,1,0,0,1,0,0,0,0,0
Wessex - CT1 - Aug - 21,Health Education England Wessex,1,Themed programme ENT - 3x 4month placements in GS/ENT/ICM in Southampton and 1x 12month placement in ENT in Portsmouth,1,0,1,0,0,0,0,0,0,0,1
Wessex - CT1 - Aug - 22,Health Education England Wessex,1,Themed programme Plastic Surgery - 3x 4month placements in PLAS/GS/TO in Salisbury and 1x 12month placement in Plastic Surgery in Portsmouth,0,0,1,0,0,1,1,0,0,0,0
Wessex - CT1 - Aug - 23,Health Education England Wessex,1,Themed programme Plastic Surgery - 3x 4month placements in PLAS/GS/TO in Portsmouth and 1x 12month placement in Plastic Surgery in Salisbury,0,0,1,0,0,1,1,0,0,0,0
Wessex - CT1 - Aug - 3,Health Education England Wessex,1,Themed programme General Surgery - 3x 4month placements in URO/GS/TO in Dorchester and 1x 12month placement in General Surgery in Portsmouth,0,0,1,0,0,0,1,1,0,0,0
Wessex - CT1 - Aug - 4,Health Education England Wessex,1,Themed programme General Surgery - 3x 4month placements in GS/TO/URO in Dorchester and 1x 12month placement in General Surgery in Southampton,0,0,1,0,0,0,1,1,0,0,0
Wessex - CT1 - Aug - 5,Health Education England Wessex,1,Themed programme General Surgery - 3x 4month placements in URO/GS/TO in Winchester and 1x 12month placement in General Surgery in Portsmouth,0,0,1,0,0,0,1,1,0,0,0
Wessex - CT1 - Aug - 6,Health Education England Wessex,1,Themed programme General Surgery - 3x 4month placements in GS/TO/PLAS in Portsmouth and 1x 12month placement in General Surgery in Winchester,0,0,1,0,0,1,1,0,0,0,0
Wessex - CT1 - Aug - 7,Health Education England Wessex,1,Themed programme General Surgery - 3x 4month placements in ENT/GS/ICM in Southampton and 1x 12month placement in General Surgery in Dorchester,1,0,1,0,0,0,0,0,0,0,1
Wessex - CT1 - Aug - 8,Health Education England Wessex,1,Themed programme General Surgery - 3x 4month placements in ICM/GS/PAED SURG in Southampton and 1x 12month placement in General Surgery on Isle of Wight,0,0,1,0,0,0,0,0,0,0,1
Wessex - CT1 - Aug - 9,Health Education England Wessex,1,Themed programme T&O - 3x 4month placements in GS/TO/ENT in Salisbury and 1 x12 month placement in T&O in Basingstoke,1,0,1,0,0,0,1,0,0,0,0
West Midlands - CT1 - Aug - 1,Health Education England West Midlands,1,Central 1 - QE - General Surgery 6 months\QE - Otolaryngology 6 months\Heartlands - General Surgery 6 months\Heartlands - Vascular Surgery 6 months -  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,1,0,0,0,0,0,1,0,0
West Midlands - CT1 - Aug - 10,Health Education England West Midlands,1,Central 10 - Russells Hall - Urology 6 months\Russells Hall - Gen Sur 6 months\QE - Gen Sur 6 months\QE - Plastics 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,1,0,1,0,0,0
West Midlands - CT1 - Aug - 11,Health Education England West Midlands,1,Central 13 - Sandwell - Plastics 6 months\City - ENT 6 months\QE - Plastics 6 months\QE - Plastics 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,0,0,0,1,0,0,0,0,0
West Midlands - CT1 - Aug - 12,Health Education England West Midlands,1,Central 14 - Russells Hall - T&O 6 months\Russells Hall - Gen Sur 6 months\Russells Hall - T&O 6 months\Russells Hall - T&O 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,0,0,0,0
West Midlands - CT1 - Aug - 13,Health Education England West Midlands,1,Central 15 - Heartlands - Gen Sur 6 months\QE - Gen Sur 6 months\QE - Gen Sur 6 months\QE - T&O 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,0,0,0,0
West Midlands - CT1 - Aug - 14,Health Education England West Midlands,1,Central 16 - QE - Gen Sur 6 months\QE - Plastics 6 months\QE - Cardio 6 months\Heartlands - Gen Sur 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,1,0,0,0,0,0
West Midlands - CT1 - Aug - 15,Health Education England West Midlands,1,Central 17 - QE - Cardiothoracic 6 months\QE - Gen Sur 6 months\Heartlands - ENT 6 months\Good Hope - Gen Sur 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,1,1,0,0,0,0,0,0,0,0
West Midlands - CT1 - Aug - 16,Health Education England West Midlands,1,Central 18 - QE - T&O 6 months\QE - Gen Sur 6 months\QE - Plastics 6 months\QE - Plastics 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,1,1,0,0,0,0
West Midlands - CT1 - Aug - 17,Health Education England West Midlands,1,Central 19 - QE - Gen Sur 6 months\QE - T&O 6 months\QE - Plastics 6 months\QE - Cardio 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,1,1,0,0,0,0
West Midlands - CT1 - Aug - 18,Health Education England West Midlands,1,Central 20 - Heartlands - Urology 6 months\Sandwell -Plastics 6 months\QE - T&O 6 months\Heartlands - Urology 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,0,0,0,1,1,1,0,0,0
West Midlands - CT1 - Aug - 19,Health Education England West Midlands,1,Central 21 - Sandwell - Gen Sur 6 months\Sandwell - Gen Sur 6 months\QE - ENT 6 months\QE - Gen Sur 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,1,0,0,0,0,0,0,0,0
West Midlands - CT1 - Aug - 2,Health Education England West Midlands,1,Central 2 - Heartlands - Urology 6 months\Heartlands - General Surgery 6 months\QE - Cardiothoracic Surgery 6 months\QE - General Surgery 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,1,1,0,0,0,0,1,0,0,0
West Midlands - CT1 - Aug - 20,Health Education England West Midlands,1,Central 22 - Russells Hall - Gen Sur 6 months\Russells Hall - Urology 6 months\QE - Gen Sur 6 months\QE - ENT 6 months - Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,1,0,0,0,0,1,0,0,0
West Midlands - CT1 - Aug - 21,Health Education England West Midlands,1,Central 23 - Russells Hall - Gen Sur 6 months\Russells Hall - T&O 6 months\Russells Hall - T&O 6 months\Russells Hall - T&O 6 months -  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,0,0,0,0
West Midlands - CT1 - Aug - 22,Health Education England West Midlands,1,Central 24 - QE- Gen Sur 6 months\QE - Gen Sur 6 months\BCH - Paed Sur 6 months\QE - Cardio 6 months -  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,0,0,0,0,0
West Midlands - CT1 - Aug - 23,Health Education England West Midlands,1,Central 25 - BCH - Paed Sur 6 months\BCH - Paed Sur 6 months\Wor - Gen Sur 6 months\Alexandra - Urology 6 months  -  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,0,1,0,0,0
West Midlands - CT1 - Aug - 24,Health Education England West Midlands,1,Central 26 - Heartlands - Gen Sur 6 months\Heartlands - Urology 6 months\Heartlands - Gen Sur 6 months\Manor - T&O 6 months -  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,1,0,0,0
West Midlands - CT1 - Aug - 25,Health Education England West Midlands,1,Central 27 - QE - Plastics 6 months\QE - Gen Sur 6 months\New Cross - T&O 6 months\New Cross - Gen Sur 6 months -  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,1,1,0,0,0,0
West Midlands - CT1 - Aug - 26,Health Education England West Midlands,1,North 1 - New Cross - ENT 6 months\New Cross - Gen Sur 6 months\Royal Stoke - Gen Sur 6 months\New Cross - ENT 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,1,0,0,0,0,0,0,0,0
West Midlands - CT1 - Aug - 27,Health Education England West Midlands,1,North 2 - Manor - Gen Sur 6 months\Manor - T&O 6 months\Manor - Gen Sur 6 months\Manor - Urology 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,1,0,0,0
West Midlands - CT1 - Aug - 28,Health Education England West Midlands,1,North 3 - Royal Stoke - Plastics 6 months\Royal Stoke - Gen Sur 6 months\Royal Stoke - Plastics 6 months\Royal Stoke - T&O 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,1,1,0,0,0,0
West Midlands - CT1 - Aug - 29,Health Education England West Midlands,1,North 4 - Royal Stoke - Gen Sur 6 months\Royal Stoke - Plastics 6 months\Royal Stoke - T&O 6 months\Royal Stoke - Plastics 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,1,1,0,0,0,0
West Midlands - CT1 - Aug - 3,Health Education England West Midlands,1,Central 3 - QE - Cardiothoracic  6 months\QE - Gen Sur 6 months\Heartlands - Gen Sur 6 months\Heartlands - Gen Sur 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,1,1,0,0,0,0,0,0,0,0
West Midlands - CT1 - Aug - 30,Health Education England West Midlands,1,North 5 - Manor - T&O 6 months\Manor - Gen Sur 6 months\Royal Stoke - T&O 6 months\Royal Stoke - Urology 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,1,0,0,0
West Midlands - CT1 - Aug - 31,Health Education England West Midlands,1,North 6 - Royal Shrewsbury - T&O 6 months\Royal Shrewsbury - Gen Sur 6 months\Royal Shrewsbury - T&O 6 months\Royal Shrewsbury - T&O 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,0,0,0,0
West Midlands - CT1 - Aug - 32,Health Education England West Midlands,1,North 7 - Royal Stoke - T&O 6 months\Royal Stoke - T&O 6 months\New Cross - Urology 6 months\Princess Royal - T&O 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,0,0,0,0,1,1,0,0,0
West Midlands - CT1 - Aug - 33,Health Education England West Midlands,1,North 8 - Royal Stoke - Urology 6 months\Royal Stoke - Gen Sur 6 months\Royal Stoke - Urology 6 months\Royal Stoke - T&O 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,1,0,0,0
West Midlands - CT1 - Aug - 34,Health Education England West Midlands,1,North 9 - Royal Stoke - Gen Sur 6 months\Royal Stoke - Urology 6 months\Royal Shrewsbury - Urology 6 months\Princess Royal  - T&O 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,1,0,0,0
West Midlands - CT1 - Aug - 35,Health Education England West Midlands,1,North 10 - New Cross - Gen Sur 6 months\New Cross - ENT 6 months\New Cross - ENT 6 months\Royal Stoke - Gen Sur 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,1,0,0,0,0,0,0,0,0
West Midlands - CT1 - Aug - 36,Health Education England West Midlands,1,North 11 - Royal Stoke - Gen Sur 6 months\Royal Stoke - ENT 6 months\Royal Shrewsbury - ENT 6 months\Royal Shrewsbury - Gen Sur 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,1,0,0,0,0,0,0,0,0
West Midlands - CT1 - Aug - 37,Health Education England West Midlands,1,North 12 - Royal Stoke - ENT 6 months\Royal Stoke - Gen Sur 6 months\Royal Shrewsbury - Gen Sur 6 months\Royal Shrewsbury - ENT 6months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,1,0,0,0,0,0,0,0,0
West Midlands - CT1 - Aug - 38,Health Education England West Midlands,1,North 13 - New Cross - Gen Sur 6 months\New Cross - Urology 6 months\New Cross - Gen Sur 6 months\New Cross - T&O 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,1,0,0,0
West Midlands - CT1 - Aug - 39,Health Education England West Midlands,1,North 14 - Royal Stoke - T&O 6 months\Royal Stoke - Gen Sur 6 months\Princess Royal - T&O 6months\Royal Shrewsbury - Urology 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,1,0,0,0
West Midlands - CT1 - Aug - 4,Health Education England West Midlands,1,Central 4 - Heartlands - Gen Sur 6 months\Heartlands - Gen Sur 6 months\QE - Cardiothoracic 6 months\QE - Gen Sur 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,1,1,0,0,0,0,0,0,0,0
West Midlands - CT1 - Aug - 40,Health Education England West Midlands,1,North 15 - Royal Stoke - Gen Sur 6 months\Royal Stoke - T&O 6 months\Princess Royal - T&O 6 months\Royal Shrewsbury - T&O 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,0,0,0,0
West Midlands - CT1 - Aug - 41,Health Education England West Midlands,1,North 16 - Royal Stoke - T&O 6 months\Royal Stoke - T&O 6 months\Royal Stoke - T&O 6 months\Royal Stoke - Urology 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,0,0,0,0,1,1,0,0,0
West Midlands - CT1 - Aug - 42,Health Education England West Midlands,1,North 17 - Royal Shrewsbury - Gen Sur 6 months\Royal Shrewsbury - Gen Sur 6 months\Royal Shrewsbury - Urology 6 months\Royal Shrewsbury - Urology 6 months -  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,0,1,0,0,0
West Midlands - CT1 - Aug - 43,Health Education England West Midlands,1,North 18 - Burton - T&O 6 months\Burton - T&O 6 months\Royal Stoke - Gen Sur 6 months\Royal Stoke - T&O 6 months -  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,0,0,0,0
West Midlands - CT1 - Aug - 44,Health Education England West Midlands,1,North 19 - Royal Shrewsbury - Urology 6 months\Royal Shrewsbury - Urology 6 months\Royal Shrewsbury - Gen Sur 6 months\Royal Shrewsbury - Gen Sur 6 months -  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,0,1,0,0,0
West Midlands - CT1 - Aug - 45,Health Education England West Midlands,1,North 20 - Royal Stoke - T&O 6 months\Royal Stoke - Gen Sur 6 months\Burton - T&O 6 months\Burton - T&O 6 months  -  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,0,0,0,0
West Midlands - CT1 - Aug - 46,Health Education England West Midlands,1,North 21 - Royal Stoke - Gen Sur 6 months\Royal Stoke - Urology 6 months\Royal Stoke - Gen Sur 6 months\Royal Stoke - Gen Sur 6 months  -  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,0,1,0,0,0
West Midlands - CT1 - Aug - 47,Health Education England West Midlands,1,North 22 - New Cross - Urology 6 months\New Cross - Gen Sur 6 months\Manor - Urology 6 months\Manor - Gen Sur 6 months -  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,0,1,0,0,0
West Midlands - CT1 - Aug - 48,Health Education England West Midlands,1,South 1 - UHCoventry  - Gen Sur 6 months\UHCoventry - T&O 6 months\UHCoventry - Gen Sur 6 months\UHCoventry - Gen Sur 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,0,0,0,0
West Midlands - CT1 - Aug - 49,Health Education England West Midlands,1,South 2 - Warwick - Gen Sur 6 months\Warwick - Gen Sur 6 months\UHCoventry - T&O 6 months\Worcester - Gen Sur 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,0,1,0,0,0,0
West Midlands - CT1 - Aug - 5,Health Education England West Midlands,1,Central 5 - QE - Gen Sur 6 months\QE - Cardiothoracic 6 months\Good Hope - Gen Sur 6 months\Heartlands - Urology 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,1,1,0,0,0,0,1,0,0,0
West Midlands - CT1 - Aug - 50,Health Education England West Midlands,1,South 3 - UHCoventry - T&O 6 months\Worcester - T&O 6 months\UHCoventry - Plastics 6 months\UHCoventry - T&O 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,0,0,0,1,1,0,0,0,0
West Midlands - CT1 - Aug - 51,Health Education England West Midlands,1,South 4 - UHCoventry - T&O 6 months\UHCoventry - Gen Sur 6 months\George Eliot - T&O 6 months\UHCoventry - Plastics 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,1,1,0,0,0,0
West Midlands - CT1 - Aug - 52,Health Education England West Midlands,1,South 5 - Alexandra - Urology 6 months\Worcester - Gen Sur 6 months\Alexandra - Urology 6 months\BCH - Paediatric Surgery 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,1,0,0,1,0,0,0
West Midlands - CT1 - Aug - 53,Health Education England West Midlands,1,South 6 - UHCoventry - Cardiothoracic 6 months\UHCoventry - General Surgery 6 months\Warwick - Urology 6 months\BCH - Plastic Surgery 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,1,1,0,0,1,0,1,0,0,0
West Midlands - CT1 - Aug - 54,Health Education England West Midlands,1,South 7 - UHCoventry - Gen Sur 6 months\UHCoventry - T&O 6 months\UHCoventry - Plastics 6 months\UHCoventry Plastics 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,1,1,0,0,0,0
West Midlands - CT1 - Aug - 55,Health Education England West Midlands,1,South 8 - George Eliot - Gen Sur 6 months\George Eliot - Urology 6 months\Worcester - Gen Sur 6 months\UHCoventry - Plastics 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,1,0,1,0,0,0
West Midlands - CT1 - Aug - 56,Health Education England West Midlands,1,South 9 - Worcester - T&O 6 months\UHCoventry - T&O 6 months\UHCoventry - Plastics 6 months\George Eliot - T&O 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,0,0,0,1,1,0,0,0,0
West Midlands - CT1 - Aug - 57,Health Education England West Midlands,1,South 10 - George Eliot - Urology 6 months\Warwick - Gen Sur 6 months\Warwick - Gen Sur 6 months\BCH - Paediatric Surgery 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,1,0,0,1,0,0,0
West Midlands - CT1 - Aug - 58,Health Education England West Midlands,1,South 11 - UHCoventry - ENT 6 months\UHCoventry - T&O 6 months\UHCoventry - Gen Sur 6 months\UHCoventry - T&O 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,1,0,0,0,1,0,0,0,0
West Midlands - CT1 - Aug - 59,Health Education England West Midlands,1,South 12 - UHCoventry - Gen Sur 6 months\UHCoventry - ENT 6 months\UHCoventry - T&O 6 months\UHCoventry - Gen Sur 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,1,0,0,0,1,0,0,0,0
West Midlands - CT1 - Aug - 6,Health Education England West Midlands,1,Central 6 - QE - ENT 6 months\Heartlands - Gen Sur 6 months\Heartlands - Vascular 6 months\Heartlands - Gen Sur 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,1,0,0,0,0,0,1,0,0
West Midlands - CT1 - Aug - 60,Health Education England West Midlands,1,South 13 - Warwick - Gen Sur 6 months\UHCoventry - Plastics 6 months\UHCoventry - T&O 6 months\Warwick - Urology 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,1,1,1,0,0,0
West Midlands - CT1 - Aug - 61,Health Education England West Midlands,1,South 14 - UHCoventry - Plastics 6 months\George Eliot - Gen Sur 6 months\UHCoventry - T&O 6 months\UHCoventry - ENT 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,1,0,0,1,1,0,0,0,0
